name,platform,release year,genre,publisher,north america sales,europe sales,japan sales,rest of world sales,global_sales,release_date,critic_score,critic outof,critic count,user score,user count,developer,rating
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0.00,0.00,0.00,0.05,"Oct 31, 2006",68,100,34,8.0,8,Backbone Entertainment,T
Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.05,0.00,0.00,0.00,0.05,"Nov  8, 2011",,,,tbd,,1st Playable Productions,E
World Championship Athletics,Wii,2009,Sports,DTP Entertainment,0.04,0.01,0.00,0.00,0.05,"Aug  4, 2009",,,,tbd,,Crave,E
Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0.00,0.00,0.00,0.05,"Dec  4, 2007",30,100,4,3.8,19,Sensory Sweep,E
Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Fate/stay night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,0.03,0.02,0.00,0.01,0.05,"Feb 23, 2010",,,,tbd,,Eidos Interactive,E
The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Happy Feet Two,PS3,N/A,Adventure,Warner Bros. Interactive Entertainment,0.05,0.00,0.00,0.00,0.05,,,,,,,,
Dream Trigger 3D,3DS,N/A,Shooter,D3Publisher,0.03,0.01,0.00,0.00,0.05,"May 10, 2011",54,100,24,6.5,25,"Art Co., Ltd.",E
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0.00,0.04,0.00,0.01,0.05,,,,,,,,
Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Nikoli's Pencil Puzzle,3DS,2011,Puzzle,Hudson Soft,0.03,0.01,0.00,0.00,0.05,"Oct 25, 2011",61,100,7,tbd,,Hudson,E
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0.00,0.00,0.00,0.05,"Jun 29, 2010",50,100,6,tbd,,Point of View,T
Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0.00,0.00,0.00,0.05,"Aug 18, 2009",57,100,4,tbd,,RED Entertainment,E
Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.05,0.00,0.00,0.00,0.05,"Mar 23, 2010",60,100,8,tbd,,Hudson Entertainment,E
Countdown: The Game,Wii,2009,Puzzle,Mindscape,0.00,0.05,0.00,0.00,0.05,,,,,,,,
Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.04,0.00,0.00,0.00,0.05,"Sep  2, 2008",30,100,15,3.7,31,Artoon,M
National Geographic Challenge!,X360,N/A,Misc,Unknown,0.05,0.00,0.00,0.00,0.05,,,,,,,,
Starry * Sky: In Spring - PSP Edition,PSP,2010,Adventure,Asgard,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,0.05,0.00,0.00,0.00,0.05,,,,,,,,
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.01,0.00,0.00,0.05,"Jul  6, 2010",45,100,38,6.6,10,High Voltage Software,T
WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,0.00,0.04,0.00,0.01,0.05,,,,,,,,
Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0.00,0.05,0.00,0.00,0.05,"Jan 31, 2011",,,,tbd,,Blast! Entertainment Ltd,E
The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0.00,0.00,0.00,0.05,"Nov 21, 2006",58,100,7,tbd,,Amaze Entertainment,E
Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
The Walking Dead: Survival Instinct,WiiU,2013,Misc,Activision,0.04,0.01,0.00,0.00,0.05,"Mar 19, 2013",,,,4.1,47,Terminal Reality,M
Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.05,0.00,0.00,0.00,0.05,"Apr 14, 2009",74,100,6,tbd,,SNK Playmore,T
Speed,Wii,2010,Racing,Unknown,0.03,0.01,0.00,0.00,0.05,"Apr 29, 2010",,,,tbd,,Zoo Games,E
Motion Explosion!,X360,2011,Misc,505 Games,0.04,0.01,0.00,0.00,0.05,"Nov  1, 2011",,,,tbd,,Artech Studios,E
Puzzle Chronicles,PSP,2010,Puzzle,Konami Digital Entertainment,0.05,0.00,0.00,0.00,0.05,"Jan 28, 2010",62,100,19,tbd,,Konami,E10+
Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0.00,0.00,0.00,0.05,"May 17, 2007",41,100,9,tbd,,Empire Oxford,E
Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0.00,0.00,0.00,0.05,"Apr 14, 2009",36,100,12,tbd,,Cowboy Rodeo,T
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.04,0.01,0.00,0.00,0.05,"Sep 14, 2010",60,100,13,tbd,,Krome Studios,E10+
Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Burnout Paradise: The Ultimate Box,PS3,2009,Racing,Electronic Arts,0.00,0.03,0.01,0.01,0.05,,,,,,,,
Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Winning Post World,PS3,2009,Sports,Tecmo Koei,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0.00,0.00,0.00,0.05,"Dec  7, 2007",26,100,14,2.8,11,Atomic Planet Entertainment,E
Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.04,0.00,0.00,0.00,0.05,"Aug  4, 2009",42,100,17,tbd,,Collision Studios,E10+
We Sing Rock!,Wii,2011,Misc,Nordic Games,0.00,0.04,0.00,0.01,0.05,,,,,,,,
Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0.00,0.00,0.00,0.05,"Jun 16, 2009",53,100,10,tbd,,Gameinvest,E
Zumba Fitness Core,Wii,2012,Misc,505 Games,0.00,0.04,0.00,0.01,0.05,"Oct 16, 2012",,,,tbd,,Zoe Mode,E10+
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0.00,0.00,0.00,0.05,,,,,,,,
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.05,0.00,0.00,0.00,0.05,"Nov  7, 2007",51,100,5,tbd,,FUN Labs,T
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.05,0.00,0.00,0.00,0.05,"Nov  1, 2011",,,,tbd,,Electronic Arts,E
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,0.00,0.00,0.05,0.00,0.05,,,,,,,,
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0.00,0.00,0.05,"Mar 20, 2007",72,100,27,7.9,8,EA Canada,E
NASCAR The Game: Inside Line,PS3,2012,Action,Activision,0.05,0.00,0.00,0.00,0.05,"Nov  6, 2012",76,100,4,4.8,11,Eutechnyx,E
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.02,0.00,0.02,0.00,0.05,"Feb  5, 2013",55,100,18,7.0,14,Koei,M
Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.04,0.01,0.00,0.00,0.05,"Nov  1, 2011",,,,tbd,,Activision,E10+
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.04,0.01,0.00,0.00,0.05,"Nov 15, 2011",,,,tbd,,Activision,E
Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,0.00,0.00,0.00,0.05,"Jun 30, 2009",67,100,13,tbd,,SpiderMonk,E
Reel Fishing: The Great Outdoors,PSP,2006,Sports,Natsume,0.05,0.00,0.00,0.00,0.05,"Nov  6, 2006",,,,tbd,,Natsume,E
Guild 01,3DS,2012,Action,Level 5,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.03,0.01,0.00,0.00,0.05,"Aug 24, 2010",74,100,30,7.6,10,Prope,E
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0.00,0.00,0.05,0.00,0.05,,,,,,,,
History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.04,0.00,0.00,0.00,0.05,,,,,,,,
Furu Furu Park,Wii,2007,Misc,Taito,0.05,0.00,0.00,0.00,0.05,"Jan 17, 2008",43,100,16,4.8,5,"Taito Corporation, 505 Games",E10+
Ninja Gaiden 3,WiiU,2012,Action,Nintendo,0.03,0.01,0.00,0.00,0.05,,,,,,,,
Tomb Raider (2013),XOne,2014,Action,Square Enix,0.02,0.02,0.00,0.00,0.05,,,,,,,,
Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0.00,0.00,0.05,0.00,0.05,,,,,,,,
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0.00,0.00,0.05,0.00,0.05,,,,,,,,
SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.02,0.02,0.00,0.00,0.05,"Aug 20, 2013",75,100,5,7.5,104,Ubisoft Toronto,M
Dream Salon,Wii,2009,Misc,Zoo Games,0.05,0.00,0.00,0.00,0.05,"Nov  3, 2009",,,,tbd,,Zoo Games,E
G1 Grand Prix,3DS,2012,Action,Genki,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.04,0.00,0.00,0.00,0.05,"Aug  5, 2008",55,100,25,tbd,,Psyonix,T
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0.00,0.03,0.01,0.01,0.05,Canceled,54,100,11,,,Koei,M
The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0.00,0.00,0.00,0.05,,,,,,,,
Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.05,0.00,0.00,0.00,0.05,"Jul 13, 2010",61,100,4,tbd,,Now Production,E
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.00,0.00,0.00,0.05,"Oct 24, 2006",57,100,28,9.1,7,Omega Force,T
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,"Nov 26, 2013",55,100,32,7.7,29,Dimps Corporation,T
Skylanders Giants,3DS,2012,Action,Activision,0.04,0.01,0.00,0.00,0.05,"Oct 21, 2012",59,100,9,5.8,10,n-Space,E10+
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Mayhem 3D,X360,2011,Racing,Evolved Games,0.05,0.00,0.00,0.00,0.05,"Mar 25, 2011",47,100,4,8.1,7,Zoo Games,E10+
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0.00,0.04,0.00,0.01,0.05,"Nov  4, 2011",77,100,10,8.4,10,Cave,
Captain America: Super Soldier,Wii,N/A,Action,Sega,0.04,0.00,0.00,0.00,0.05,"Jul 19, 2011",57,100,16,6.4,5,High Voltage Software,T
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0.00,0.00,0.00,0.05,"Jun 18, 2007",74,100,19,9.2,5,Now Production,E
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0.00,0.04,0.00,0.01,0.05,,,,,,,,
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0.00,0.00,0.05,"Jun 22, 2010",65,100,12,7.8,8,"Fusionsphere Systems, 10tacle Studios",T
Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0.00,0.00,0.05,0.00,0.05,,,,,,,,
My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,0.04,0.01,0.00,0.00,0.05,,,,,,,,
Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0.00,0.00,0.05,0.00,0.05,,,,,,,,
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
E.X. Troopers,PS3,2012,Shooter,Capcom,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0.00,0.00,0.00,0.05,"Oct 24, 2006",76,100,7,tbd,,Smart Bomb Interactive,E10+
MTX Mototrax,PSP,2006,Racing,Activision,0.04,0.00,0.00,0.00,0.05,"Jun 28, 2006",67,100,8,tbd,,Left Field Productions,E
Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0.00,0.00,0.00,0.05,"Oct 17, 2006",,,,tbd,,FUN Labs,T
SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.00,0.00,0.00,0.05,"Feb 28, 2006",64,100,29,7.3,12,Konami Software Shanghai,E10+
Rayman Legends,PSV,2020,Platform,Ubisoft,0.00,0.03,0.00,0.01,0.05,"Sep  3, 2013",87,100,8,8.6,98,Ubisoft Montpellier,E10+
Secret Service,X360,2008,Action,Activision Value,0.04,0.00,0.00,0.00,0.05,"Nov  4, 2008",,,,6.3,7,Tigon,T
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.04,0.00,0.00,0.00,0.05,"Oct 12, 2010",,,,tbd,,,
Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Amnesia: Crowd,PSP,2013,Adventure,Idea Factory,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0.00,0.00,0.00,0.05,"Oct  5, 2007",,,,tbd,,Data Design Interactive,E
Amnesia Later,PSP,2012,Misc,Idea Factory,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0.00,0.00,0.05,"Mar 16, 2011",,,,tbd,,Nordic Games Publishing,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0.00,0.00,0.05,0.00,0.05,,,,,,,,
MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0.00,0.00,0.00,0.05,"Apr 11, 2008",,,,tbd,,Sonic Powered,E
Angry Birds: Star Wars,XOne,2013,Strategy,Activision,0.04,0.01,0.00,0.00,0.05,"Nov 22, 2013",53,100,4,7.2,35,Rovio Mobile,E
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0.00,0.04,0.00,0.01,0.05,,,,,,,,
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.04,0.00,0.00,0.00,0.05,"Dec 31, 2007",,,,0.5,6,Data Design Interactive,E
Counter Force,Wii,2007,Shooter,505 Games,0.04,0.00,0.00,0.00,0.05,"Oct  3, 2007",,,,tbd,,Hyper-Devbox,E10+
Time Travelers,PSV,2012,Adventure,Level 5,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.04,0.00,0.00,0.00,0.05,"Oct 12, 2010",49,100,11,5.5,11,Immersion Software & Graphics,T
Yoostar on MTV,X360,N/A,Misc,Unknown,0.04,0.00,0.00,0.00,0.05,"Nov 15, 2011",49,100,4,tbd,,Yoostar Entertainment Group,T
Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0.00,0.00,0.05,0.00,0.05,,,,,,,,
Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.04,0.00,0.00,0.00,0.05,"Mar  8, 2011",,,,tbd,,Visual Concepts,E
